subscription_id,user_id,plan_type,subscription_start_date,subscription_end_date,monthly_revenue,subscription_status,billing_cycle
S00309,U01523,Pro,2025-09-17,,499,Active,Monthly
S00310,U01004,Pro,2024-08-09,2025-03-19 00:00:00,499,Cancelled,Monthly
S00311,U02087,Team,2025-02-13,,1999,Active,Monthly
S00312,U04000,Pro,2024-06-06,,499,Active,Monthly
S00313,U01189,Pro,2025-07-24,,499,Active,Monthly
S00314,U03438,Team,2025-06-29,,1999,Active,Monthly
S00315,U04699,Pro,2025-06-10,2025-12-04 00:00:00,499,Cancelled,Monthly
S00316,U02828,Team,2024-06-27,,1999,Active,Annual
S00317,U04906,Pro,2024-11-07,,499,Active,Monthly
S00318,U00786,Pro,2025-01-22,,499,Active,Monthly
S00319,U03606,Team,2025-01-10,,1999,Active,Monthly
S00320,U01179,Pro,2024-11-16,2025-04-02 00:00:00,499,Cancelled,Monthly
S00321,U03470,Pro,2024-04-28,,499,Active,Monthly
S00322,U04417,Pro,2025-01-26,,499,Active,Monthly
S00323,U04771,Enterprise,2025-02-02,,9999,Active,Monthly
S00324,U01007,Pro,2025-05-20,,499,Active,Monthly
S00325,U04180,Team,2025-08-24,,1999,Active,Monthly
S00326,U03517,Team,2025-01-16,,1999,Active,Monthly
S00327,U03809,Pro,2025-07-17,,499,Active,Annual
S00328,U00421,Pro,2024-02-08,,499,Active,Annual
S00329,U04038,Pro,2025-01-23,,499,Active,Annual
S00330,U04245,Pro,2024-08-17,,499,Active,Monthly
S00331,U04830,Enterprise,2024-08-31,,9999,Active,Annual
S00332,U00277,Pro,2025-02-28,,499,Active,Annual
S00333,U02223,Pro,2024-04-20,,499,Active,Monthly
S00334,U04323,Pro,2025-02-26,,499,Active,Monthly
S00335,U00223,Pro,2025-12-07,,499,Active,Monthly
S00336,U02458,Team,2024-06-22,2024-08-05 00:00:00,1999,Cancelled,Annual
S00337,U00387,Pro,2025-06-10,,499,Active,Monthly
S00338,U02232,Pro,2024-08-04,,499,Active,Annual
S00339,U03516,Pro,2025-08-10,,499,Active,Annual
S00340,U02016,Pro,2025-05-10,2026-03-09 00:00:00,499,Cancelled,Annual
S00341,U01401,Team,2025-06-17,,1999,Active,Monthly
S00342,U00713,Team,2025-11-01,,1999,Active,Monthly
S00343,U02421,Team,2025-02-23,,1999,Active,Annual
S00344,U04092,Team,2024-01-10,,1999,Active,Monthly
S00345,U02570,Team,2025-12-09,,1999,Active,Monthly
S00346,U01794,Pro,2024-04-22,,499,Active,Monthly
S00347,U04787,Pro,2024-11-04,2025-06-14 00:00:00,499,Cancelled,Annual
S00348,U03964,Pro,2024-09-19,2025-03-07 00:00:00,499,Cancelled,Annual
S00349,U03703,Team,2024-03-01,,1999,Active,Monthly
S00350,U04111,Enterprise,2024-06-01,,9999,Active,Monthly
S00351,U03766,Enterprise,2024-01-25,,9999,Active,Monthly
S00352,U02852,Pro,2025-12-03,,499,Active,Annual
S00353,U01477,Pro,2025-10-30,,499,Active,Monthly
S00354,U01644,Pro,2024-06-14,,499,Active,Monthly
S00355,U04575,Enterprise,2024-11-06,,9999,Active,Annual
S00356,U01573,Team,2024-04-29,,1999,Active,Monthly
S00357,U00865,Pro,2024-09-18,,499,Active,Monthly
S00358,U03761,Pro,2024-04-13,,499,Active,Annual
S00359,U00049,Team,2025-07-14,,1999,Active,Monthly
S00360,U04196,Team,2024-08-08,2024-11-13 00:00:00,1999,Cancelled,Monthly
S00361,U03495,Pro,2025-12-03,,499,Active,Monthly
S00362,U02433,Pro,2024-05-25,,499,Active,Annual
S00363,U00730,Team,2025-06-24,,1999,Active,Monthly
S00364,U04472,Pro,2024-09-27,2025-02-27 00:00:00,499,Cancelled,Monthly
S00365,U00347,Pro,2025-04-14,,499,Active,Monthly
S00366,U01186,Pro,2025-11-23,,499,Active,Monthly
S00367,U00579,Pro,2024-02-06,,499,Active,Monthly
S00368,U01965,Pro,2025-03-03,,499,Active,Annual
S00369,U01847,Pro,2024-06-17,,499,Active,Monthly
S00370,U00179,Pro,2025-02-12,,499,Active,Monthly
S00371,U01843,Team,2024-06-21,,1999,Active,Annual
S00372,U00605,Team,2025-12-30,,1999,Active,Monthly
S00373,U02628,Team,2024-10-11,,1999,Active,Monthly
S00374,U00026,Pro,2025-07-19,,499,Active,Annual
S00375,U03318,Pro,2024-12-24,,499,Active,Monthly
S00376,U03101,Pro,2025-11-19,,499,Active,Monthly
S00377,U04577,Team,2025-09-16,,1999,Active,Monthly
S00378,U01929,Pro,2024-06-02,,499,Active,Monthly
S00379,U04501,Enterprise,2025-09-02,,9999,Active,Monthly
S00380,U04600,Team,2025-01-06,,1999,Active,Monthly
S00381,U03828,Pro,2024-09-14,,499,Active,Monthly
S00382,U04317,Enterprise,2025-11-10,,9999,Active,Monthly
S00383,U03407,Enterprise,2024-05-26,,9999,Active,Annual
S00384,U03791,Team,2024-03-11,2024-11-14 00:00:00,1999,Cancelled,Monthly
S00385,U00083,Team,2024-08-20,,1999,Active,Monthly
S00386,U03740,Pro,2024-10-28,2025-06-24 00:00:00,499,Cancelled,Annual
S00387,U01905,Enterprise,2024-02-03,,9999,Active,Monthly
S00388,U02020,Pro,2025-10-31,,499,Active,Monthly
S00389,U02918,Pro,2024-04-21,,499,Active,Monthly
S00390,U04419,Team,2025-01-03,,1999,Active,Monthly
S00391,U04833,Pro,2025-06-10,,499,Active,Monthly
S00392,U02656,Pro,2025-03-21,2026-01-29 00:00:00,499,Cancelled,Monthly
S00393,U04241,Pro,2025-11-08,2026-03-01 00:00:00,499,Cancelled,Monthly
S00394,U04029,Pro,2024-01-23,,499,Active,Monthly
S00395,U00943,Pro,2025-03-09,,499,Active,Monthly
S00396,U04709,Team,2024-08-31,,1999,Active,Monthly
S00397,U04602,Enterprise,2025-07-31,,9999,Active,Annual
S00398,U00982,Pro,2025-06-01,,499,Active,Monthly
S00399,U03846,Team,2024-09-01,,1999,Active,Annual
S00400,U00265,Pro,2025-05-28,,499,Active,Monthly
S00401,U04096,Team,2025-04-06,,1999,Active,Monthly
S00402,U03590,Team,2024-10-28,,1999,Active,Monthly
S00403,U01759,Pro,2024-04-10,2025-03-21 00:00:00,499,Cancelled,Annual
S00404,U02811,Pro,2025-12-03,,499,Active,Monthly
S00405,U00670,Pro,2025-03-27,,499,Active,Monthly
S00406,U01153,Pro,2025-10-22,,499,Active,Monthly
S00407,U04818,Team,2025-05-02,,1999,Active,Monthly
S00408,U02407,Pro,2025-12-31,,499,Active,Monthly
S00409,U01650,Pro,2025-03-27,,499,Active,Monthly
S00410,U00848,Enterprise,2025-08-17,,9999,Active,Monthly
S00411,U01234,Team,2024-04-08,,1999,Active,Annual
S00412,U01128,Team,2024-02-13,,1999,Active,Monthly
S00413,U01321,Pro,2025-04-01,,499,Active,Monthly
S00414,U00008,Pro,2025-01-31,,499,Active,Monthly
S00415,U03280,Team,2024-06-17,,1999,Active,Monthly
S00416,U02819,Pro,2025-11-12,,499,Active,Monthly
S00417,U03276,Team,2025-10-01,,1999,Active,Monthly
S00418,U03106,Enterprise,2025-12-29,,9999,Active,Monthly
S00419,U00447,Team,2025-09-26,2026-08-26 00:00:00,1999,Cancelled,Annual
S00420,U04460,Pro,2024-11-04,,499,Active,Monthly
S00421,U04422,Team,2025-12-01,,1999,Active,Monthly
S00422,U00611,Enterprise,2025-12-08,,9999,Active,Monthly
S00423,U00571,Team,2024-06-19,,1999,Active,Monthly
S00424,U00344,Team,2025-05-18,,1999,Active,Monthly
S00425,U01904,Team,2024-08-14,,1999,Active,Monthly
S00426,U04777,Pro,2025-09-27,,499,Active,Monthly
S00427,U00177,Pro,2024-12-01,,499,Active,Monthly
S00428,U00384,Team,2025-07-19,,1999,Active,Monthly
S00429,U00853,Team,2024-04-07,,1999,Active,Monthly
S00430,U04595,Pro,2024-10-13,2025-06-10 00:00:00,499,Cancelled,Monthly
S00431,U03711,Enterprise,2024-02-25,,9999,Active,Monthly
S00432,U01465,Pro,2024-10-08,,499,Active,Monthly
S00433,U00205,Pro,2024-02-23,,499,Active,Monthly
S00434,U04069,Team,2024-11-12,,1999,Active,Monthly
S00435,U03335,Pro,2024-07-19,,499,Active,Monthly
S00436,U04547,Enterprise,2025-01-16,2025-08-10 00:00:00,9999,Cancelled,Monthly
S00437,U04244,Pro,2025-01-21,2025-10-05 00:00:00,499,Cancelled,Annual
S00438,U04612,Enterprise,2025-09-20,,9999,Active,Monthly
S00439,U00547,Pro,2024-05-01,,499,Active,Monthly
S00440,U03866,Team,2024-12-14,,1999,Active,Monthly
S00441,U01776,Pro,2025-02-01,,499,Active,Annual
S00442,U03051,Pro,2025-10-18,,499,Active,Annual
S00443,U04754,Pro,2024-11-13,,499,Active,Monthly
S00444,U04243,Pro,2025-03-09,,499,Active,Monthly
S00445,U04134,Pro,2025-10-19,,499,Active,Monthly
S00446,U00476,Pro,2024-12-17,,499,Active,Annual
S00447,U04272,Pro,2024-04-25,,499,Active,Monthly
S00448,U02477,Team,2025-08-25,,1999,Active,Annual
S00449,U01141,Pro,2025-07-09,,499,Active,Monthly
S00450,U00542,Pro,2024-09-10,,499,Active,Monthly
S00451,U02716,Team,2025-01-02,,1999,Active,Monthly
S00452,U02259,Team,2025-10-19,,1999,Active,Monthly
S00453,U02884,Pro,2025-01-08,2025-07-31 00:00:00,499,Cancelled,Monthly
S00454,U03250,Pro,2025-09-23,,499,Active,Annual
S00455,U01081,Pro,2025-11-23,,499,Active,Monthly
S00456,U02086,Pro,2025-01-08,,499,Active,Monthly
S00457,U03540,Pro,2024-11-21,,499,Active,Monthly
S00458,U02180,Pro,2025-09-22,,499,Active,Annual
S00459,U01125,Pro,2024-03-14,,499,Active,Monthly
S00460,U04136,Pro,2025-07-17,,499,Active,Annual
S00461,U01038,Pro,2024-10-04,,499,Active,Monthly
S00462,U04164,Team,2024-11-20,,1999,Active,Monthly
S00463,U01755,Pro,2024-02-10,,499,Active,Monthly
S00464,U02699,Pro,2024-12-18,,499,Active,Monthly
S00465,U03432,Pro,2025-09-18,,499,Active,Annual
S00466,U00362,Pro,2024-07-31,,499,Active,Monthly
S00467,U02184,Team,2024-05-24,,1999,Active,Monthly
S00468,U01135,Team,2025-04-01,,1999,Active,Monthly
S00469,U01068,Pro,2025-01-20,,499,Active,Annual
S00470,U02648,Pro,2025-10-29,2026-10-21 00:00:00,499,Cancelled,Monthly
S00471,U00283,Enterprise,2026-01-06,,9999,Active,Annual
S00472,U01369,Team,2024-03-05,,1999,Active,Monthly
S00473,U00598,Pro,2024-09-10,2025-04-19 00:00:00,499,Cancelled,Monthly
S00474,U02284,Enterprise,2024-11-28,,9999,Active,Annual
S00475,U04717,Team,2024-08-24,,1999,Active,Monthly
S00476,U03194,Team,2024-01-24,,1999,Active,Monthly
S00477,U02504,Team,2024-11-15,,1999,Active,Monthly
S00478,U04020,Team,2025-06-23,,1999,Active,Annual
S00479,U03170,Pro,2024-01-12,,499,Active,Monthly
S00480,U02231,Pro,2025-02-25,,499,Active,Monthly
S00481,U02838,Team,2025-02-07,,1999,Active,Monthly
S00482,U03478,Pro,2025-06-09,,499,Active,Monthly
S00483,U01512,Pro,2025-07-09,,499,Active,Monthly
S00484,U03090,Team,2024-10-30,,1999,Active,Monthly
S00485,U02511,Team,2025-03-30,,1999,Active,Monthly
S00486,U03033,Pro,2024-03-28,,499,Active,Monthly
S00487,U03670,Pro,2024-05-02,,499,Active,Monthly
S00488,U02038,Team,2024-03-18,,1999,Active,Annual
S00489,U00773,Team,2024-07-20,,1999,Active,Monthly
S00490,U04604,Pro,2025-02-16,2026-01-14 00:00:00,499,Cancelled,Monthly
S00491,U01675,Enterprise,2025-12-31,,9999,Active,Monthly
S00492,U02091,Pro,2025-09-25,,499,Active,Monthly
S00493,U00845,Pro,2025-04-25,,499,Active,Monthly
S00494,U02280,Team,2024-12-02,,1999,Active,Monthly
S00495,U04160,Pro,2024-07-31,2025-02-03 00:00:00,499,Cancelled,Monthly
S00496,U03871,Pro,2025-09-22,,499,Active,Monthly
S00497,U03429,Pro,2025-01-04,,499,Active,Monthly
S00498,U02177,Pro,2025-09-27,,499,Active,Monthly
S00499,U00425,Pro,2024-11-03,,499,Active,Annual
S00500,U00393,Pro,2024-07-05,,499,Active,Monthly
S00501,U04727,Pro,2025-11-21,,499,Active,Annual
S00502,U03258,Team,2024-04-07,,1999,Active,Annual
S00503,U02707,Pro,2024-11-17,,499,Active,Monthly
S00504,U03660,Pro,2025-05-12,,499,Active,Annual
S00505,U03682,Pro,2025-01-04,,499,Active,Monthly
S00506,U02443,Pro,2024-06-11,,499,Active,Monthly
S00507,U04797,Team,2025-12-15,2026-06-26 00:00:00,1999,Cancelled,Monthly
S00508,U01447,Pro,2024-04-26,2024-07-13 00:00:00,499,Cancelled,Monthly
S00509,U00742,Team,2025-12-05,,1999,Active,Monthly
S00510,U00422,Pro,2024-12-17,,499,Active,Monthly
S00511,U00820,Pro,2025-06-18,,499,Active,Monthly
S00512,U02149,Pro,2025-08-18,,499,Active,Annual
S00513,U02430,Pro,2024-12-11,,499,Active,Monthly
S00514,U02749,Pro,2025-07-26,,499,Active,Monthly
S00515,U04767,Enterprise,2024-03-03,,9999,Active,Monthly
S00516,U03371,Team,2025-02-22,,1999,Active,Monthly
S00517,U00390,Pro,2025-09-21,2026-04-02 00:00:00,499,Cancelled,Monthly
S00518,U03857,Pro,2025-07-12,,499,Active,Monthly
S00519,U02813,Pro,2024-11-14,,499,Active,Monthly
S00520,U00164,Team,2024-05-13,,1999,Active,Monthly
S00521,U03493,Team,2025-02-10,,1999,Active,Monthly
S00522,U03200,Pro,2024-11-02,,499,Active,Monthly
S00523,U03188,Enterprise,2024-05-19,,9999,Active,Monthly
S00524,U03800,Team,2024-08-26,,1999,Active,Monthly
S00525,U02765,Pro,2024-11-11,,499,Active,Monthly
S00526,U04793,Team,2024-08-22,,1999,Active,Monthly
S00527,U00341,Pro,2025-10-03,,499,Active,Monthly
S00528,U04639,Pro,2025-08-22,,499,Active,Monthly
S00529,U03991,Enterprise,2024-09-12,,9999,Active,Monthly
S00530,U04474,Pro,2025-02-01,,499,Active,Annual
S00531,U02878,Pro,2025-07-04,,499,Active,Monthly
S00532,U04654,Team,2025-09-28,2026-06-15 00:00:00,1999,Cancelled,Annual
S00533,U04624,Team,2025-07-11,,1999,Active,Monthly
S00534,U03849,Pro,2025-10-11,2026-04-09 00:00:00,499,Cancelled,Monthly
S00535,U01736,Pro,2024-05-27,2025-03-01 00:00:00,499,Cancelled,Monthly
S00536,U04035,Pro,2024-08-29,,499,Active,Monthly
S00537,U04840,Team,2025-10-28,,1999,Active,Annual
S00538,U01923,Pro,2025-02-12,,499,Active,Annual
S00539,U00999,Pro,2026-01-04,,499,Active,Monthly
S00540,U01827,Team,2024-08-17,,1999,Active,Annual
S00541,U03059,Team,2024-08-26,,1999,Active,Monthly
S00542,U04757,Pro,2025-04-04,2025-10-13 00:00:00,499,Cancelled,Monthly
S00543,U03075,Team,2024-10-23,,1999,Active,Annual
S00544,U01463,Team,2025-08-16,,1999,Active,Monthly
S00545,U03802,Team,2025-08-12,,1999,Active,Monthly
S00546,U04290,Team,2025-03-12,,1999,Active,Monthly
S00547,U00859,Pro,2024-02-16,,499,Active,Monthly
S00548,U01073,Pro,2024-04-15,2024-06-08 00:00:00,499,Cancelled,Monthly
S00549,U02426,Pro,2024-11-17,,499,Active,Monthly
S00550,U04975,Pro,2025-12-20,,499,Active,Annual
S00551,U04752,Pro,2025-10-15,,499,Active,Monthly
S00552,U03836,Pro,2025-12-21,,499,Active,Monthly
S00553,U01400,Pro,2024-10-28,,499,Active,Monthly
S00554,U01799,Pro,2024-05-20,,499,Active,Monthly
S00555,U00036,Team,2025-02-17,,1999,Active,Monthly
S00556,U03542,Pro,2025-11-05,2026-05-09 00:00:00,499,Cancelled,Monthly
S00557,U00350,Pro,2025-10-05,,499,Active,Monthly
S00558,U03968,Pro,2024-11-05,,499,Active,Annual
S00559,U01672,Team,2026-01-03,,1999,Active,Monthly
S00560,U03837,Pro,2024-11-10,,499,Active,Monthly
S00561,U01693,Team,2024-06-27,,1999,Active,Monthly
S00562,U03611,Pro,2024-06-11,,499,Active,Annual
S00563,U01358,Team,2025-03-22,,1999,Active,Monthly
S00564,U00324,Pro,2025-11-06,,499,Active,Monthly
S00565,U04420,Pro,2025-09-25,,499,Active,Monthly
S00566,U03725,Pro,2025-12-05,,499,Active,Monthly
S00567,U02831,Pro,2024-01-12,,499,Active,Annual
S00568,U00304,Enterprise,2025-04-24,,9999,Active,Monthly
S00569,U02677,Pro,2025-11-09,,499,Active,Annual
S00570,U02133,Pro,2024-05-09,,499,Active,Monthly
S00571,U01027,Pro,2025-12-22,,499,Active,Monthly
S00572,U03889,Pro,2024-04-07,,499,Active,Monthly
S00573,U03838,Team,2024-07-19,,1999,Active,Annual
S00574,U03965,Team,2024-05-08,,1999,Active,Monthly
S00575,U03732,Pro,2025-08-29,,499,Active,Annual
S00576,U01010,Pro,2024-04-04,,499,Active,Monthly
S00577,U01093,Team,2024-04-19,,1999,Active,Annual
S00578,U03092,Team,2025-06-17,,1999,Active,Monthly
S00579,U00517,Pro,2024-02-29,2024-06-24 00:00:00,499,Cancelled,Monthly
S00580,U03085,Pro,2024-06-08,2024-08-19 00:00:00,499,Cancelled,Monthly
S00581,U04971,Team,2025-07-01,2025-08-16 00:00:00,1999,Cancelled,Annual
S00582,U00308,Team,2025-12-24,,1999,Active,Monthly
S00583,U02432,Pro,2024-06-04,,499,Active,Monthly
S00584,U01318,Pro,2025-09-17,2026-07-04 00:00:00,499,Cancelled,Monthly
S00585,U04690,Team,2025-06-20,2025-12-04 00:00:00,1999,Cancelled,Monthly
S00586,U04579,Pro,2025-05-26,,499,Active,Monthly
S00587,U04051,Team,2025-06-20,,1999,Active,Monthly
S00588,U02004,Pro,2025-09-15,2026-09-03 00:00:00,499,Cancelled,Monthly
S00589,U00576,Team,2025-11-03,,1999,Active,Monthly
S00590,U00862,Enterprise,2024-06-24,,9999,Active,Monthly
S00591,U01802,Enterprise,2025-12-05,,9999,Active,Monthly
S00592,U03082,Team,2025-07-17,,1999,Active,Monthly
S00593,U02335,Pro,2024-03-19,,499,Active,Annual
S00594,U03840,Pro,2025-10-01,,499,Active,Monthly
S00595,U04908,Pro,2025-04-15,,499,Active,Annual
S00596,U01852,Pro,2024-10-15,2025-08-28 00:00:00,499,Cancelled,Monthly
S00597,U03053,Pro,2024-05-25,,499,Active,Monthly
S00598,U04199,Pro,2025-04-05,,499,Active,Monthly
S00599,U00186,Pro,2024-10-17,,499,Active,Monthly
S00600,U03455,Enterprise,2025-03-14,,9999,Active,Monthly
S00601,U01274,Pro,2024-10-12,2025-07-24 00:00:00,499,Cancelled,Monthly
S00602,U02200,Enterprise,2024-10-13,,9999,Active,Monthly
S00603,U00956,Pro,2025-12-28,2026-11-05 00:00:00,499,Cancelled,Annual
S00604,U03898,Pro,2024-02-20,2024-05-03 00:00:00,499,Cancelled,Monthly
S00605,U01978,Pro,2025-05-08,,499,Active,Monthly
S00606,U04949,Pro,2025-07-15,,499,Active,Monthly
S00607,U02336,Team,2025-11-13,,1999,Active,Monthly
S00608,U01928,Pro,2024-05-25,,499,Active,Monthly
S00609,U00685,Pro,2025-01-25,,499,Active,Annual
S00610,U00750,Pro,2024-11-30,,499,Active,Annual
S00611,U04009,Pro,2025-12-19,,499,Active,Monthly
S00612,U03985,Team,2024-08-22,,1999,Active,Monthly
S00613,U03026,Team,2024-01-15,,1999,Active,Monthly
S00614,U00410,Team,2025-07-23,2026-03-18 00:00:00,1999,Cancelled,Monthly
S00615,U03472,Team,2025-01-22,,1999,Active,Monthly
S00616,U04782,Team,2024-07-05,,1999,Active,Monthly
S00617,U01926,Pro,2025-01-20,2025-06-09 00:00:00,499,Cancelled,Monthly
S00618,U04806,Team,2024-11-06,,1999,Active,Monthly
S00619,U01329,Pro,2025-10-12,,499,Active,Monthly
S00620,U00090,Pro,2025-02-02,,499,Active,Monthly
